"address","attributes","business_id","categories","city","hours","is_open","latitude","longitude","name","neighborhood","postal_code","review_count","stars","state","type"
"Harrah's Las Vegas Hotel & Casino, 3475 Las Vegas Boulevard South","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","loSgYD9dHOsjjm7QCly5qw","Restaurants,Burgers","Las Vegas","Wednesday 17:0-22:0,Thursday 17:0-22:0,Friday 11:0-22:0,Saturday 11:0-22:0,Sunday 11:0-22:0",0,36.1183787,-115.1726202,"KGB: Kerry's Gourmet Burgers","The Strip",89109,363,3.5,"NV","business"
"1401 S. Decatur Blvd","Alcohol: none,BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True},HasTV: False,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTakeOut: True","d2rFJ3_8ux87uyZVFGmlag","Breakfast & Brunch,American (New),Restaurants,Food","Las Vegas","Monday 0:0-0:0,Tuesday 0:0-0:0,Wednesday 0:0-0:0,Thursday 0:0-0:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",1,36.1541662,-115.2073857,"IHOP","Westside",89136,55,2.5,"NV","business"
"2830 E Charleston Blvd","Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: no","v7xjDbezQ2xw95itvN244Q","Restaurants,Mexican","Las Vegas","Monday 10:0-21:0,Tuesday 10:0-21:0,Wednesday 10:0-21:0,Thursday 10:0-21:0,Friday 10:0-21:0,Saturday 10:0-22:0,Sunday 10:0-22:0",1,36.159238,-115.110456,"El Diamante Restaurant","Downtown",89104,38,3,"NV","business"
"8100 W Sahara Ave","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,CoatCheck: False,GoodForDancing: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True},HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: quiet,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,Smoking: yes,WheelchairAccessible: True,WiFi: free","rhYZCUiywRknWKieJ75zug","Bars,Nightlife,American (New),Restaurants","Las Vegas","Monday 0:0-0:0,Tuesday 0:0-0:0,Wednesday 0:0-0:0,Thursday 0:0-0:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",1,36.144462,-115.268061,"Mad Matty's Bar & Grille","Westside",89117,26,3.5,"NV","business"
"8470 W Desert Inn Rd, Ste H-1","Alcohol: none,BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},ByAppointmentOnly: False,Caters: False,DogsAllowed: True,GoodForKids: True,GoodForMeal: {'dessert': True, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","DYAorbxOyubUB_wtQRCdug","American (New),Restaurants,Food,Coffee & Tea,Sandwiches,Bakeries","Las Vegas","Monday 5:30-5:30,Tuesday 5:30-5:30,Wednesday 5:30-5:30,Thursday 5:30-5:30,Friday 5:30-5:30,Saturday 5:30-5:30,Sunday 5:30-5:30",1,36.129857,-115.275526,"MadHouse Coffee","Westside",89117,703,4,"NV","business"
"8471 W Sahara Ave","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free","4I4OoW0tbaoG4I4D2spF3w","Mexican,Restaurants","Las Vegas","Monday 0:0-0:0,Tuesday 0:0-0:0,Wednesday 0:0-0:0,Thursday 0:0-0:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",1,36.1436582,-115.2764331,"Del Taco","Westside",89117,24,3,"NV","business"
"9770 S Maryland Pkwy, Ste 3","Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BYOB: False,BYOBCorkage: no,BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,Corkage: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,Open24Hours: False,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","7ibuDLfx8gEhESAufYIySw","Sushi Bars,Salad,Restaurants,Japanese","Las Vegas","Monday 12:0-2:0,Tuesday 12:0-2:0,Wednesday 12:0-2:0,Thursday 12:0-2:0,Friday 12:0-2:0,Saturday 12:0-2:0,Sunday 12:0-2:0",1,36.0119105,-115.1361159,"Sushi Mon","Southeast",89183,841,4,"NV","business"
"780 E Pyle Ave","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no,RestaurantsGoodForGroups: True","CR2DMfg3uP02PKT_fuygIw","Pizza,Restaurants,Chicken Wings,Italian","Las Vegas","Monday 11:0-22:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-23:0,Saturday 11:0-23:0,Sunday 11:0-22:0",1,36.0070073,-115.1462433,"Lefty's Pizza","Southeast",89183,79,4,"NV","business"
"7365 W Sahara Ave","Alcohol: beer_and_wine,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True","_I_N5HrVTXwJLuuuFoUjhA","Sushi Bars,Thai,Restaurants,Asian Fusion","Las Vegas","Monday 11:0-22:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-22:0,Saturday 11:0-22:0",0,36.1433,-115.25354,"Thai Wasabi","Westside",89117,13,3.5,"NV","business"
"8245 W Sahara Ave","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","yvqcZrHixuf_oIUW83xUcQ","Mexican,Restaurants","Las Vegas","Monday 11:0-21:0,Tuesday 11:0-21:0,Wednesday 11:0-21:0,Thursday 11:0-21:0,Friday 11:0-22:0,Saturday 11:0-22:0,Sunday 11:0-21:0",1,36.1434972,-115.2707372,"Macayo's Mexican Restaurant","Westside",89117,141,3,"NV","business"
"8699 W Charleston Blvd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BestNights: {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False},BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},CoatCheck: False,GoodForDancing: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False},HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True},NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,Smoking: yes","0JmCGyAqAK_yVEuZ0ts16w","Bars,American (New),Nightlife,American (Traditional),Restaurants","Las Vegas","",0,36.1587575,-115.284216,"Bilbo's Bar & Grill","Westside",89117,14,2.5,"NV","business"
"8661 W Charleston Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,DriveThru: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: free","1gjhtfYxlN-0xjS9Xdh66g","Restaurants,Fast Food","Las Vegas","",1,36.158602,-115.282371,"Jack-In-the-Box #7239","Westside",89117,20,3.5,"NV","business"
"3131 Las Vegas Blvd S","BusinessAcceptsCreditCards: True,GoodForKids: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: dressy,RestaurantsPriceRange2: 4,RestaurantsReservations: True,RestaurantsTakeOut: False","V4E09shHwjNdiclExeiYLg","Restaurants,American (New)","Las Vegas","",0,36.1304091,-115.1657932,"Tower Suite Cafe","The Strip",89109,7,4.5,"NV","business"
"3200 Las Vegas Blvd S","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","fq6qlXprwSzSUr0RKE_0rA","Mexican,Restaurants","Las Vegas","",1,36.1272241,-115.1715512,"Taco Maker","The Strip",89109,16,3,"NV","business"
"4480 Paradise Rd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BestNights: {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,CoatCheck: False,GoodForDancing: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,Smoking: outdoor,WheelchairAccessible: True,WiFi: free","w55sCX7ZkLIJNhl_RhwjEg","Restaurants,Nightlife,Mexican,Bars","Las Vegas","Monday 4:0-4:0,Tuesday 11:30-4:0,Wednesday 11:30-4:0,Thursday 11:30-4:0,Friday 11:30-4:0,Saturday 4:0-4:0,Sunday 4:0-4:0",1,36.1088210489,-115.15117556,"Paradise Cantina","Eastside",89169,142,3,"NV","business"
"3185 S Highland Dr","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: quiet,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: no","Bo6JrUUD7aIyjhmaz9M9kw","Asian Fusion,Restaurants,Vegetarian,Thai","Las Vegas","Monday 11:0-23:0,Tuesday 11:0-23:0,Wednesday 11:0-23:0,Thursday 11:0-23:0,Friday 11:0-23:0,Saturday 11:0-23:0,Sunday 11:0-23:0",0,36.131979,-115.177114,"Koolthai Restaurant","",89109,6,3.5,"NV","business"
"5905 S Eastern Ave, Ste 109","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: True,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","O-04UXVtgezKPiQJOll3hg","Fast Food,Restaurants,Sandwiches,Delis","Las Vegas","Monday 10:30-21:0,Tuesday 10:30-21:0,Wednesday 10:30-21:0,Thursday 10:30-21:0,Friday 10:30-21:0,Saturday 10:30-21:0,Sunday 10:30-21:0",1,36.0819824,-115.1196025,"Firehouse Subs","Southeast",89119,76,4,"NV","business"
"9430 W Lake Mead Blvd, Ste 9","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: quiet,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: free","bMrYaaAy62ppdS09na0RgQ","Restaurants,Pizza","Las Vegas","Monday 16:0-21:0,Tuesday 16:0-21:0,Wednesday 16:0-21:0,Thursday 16:0-21:0,Friday 16:0-21:0,Saturday 16:0-22:0,Sunday 11:0-22:0",0,36.207074,-115.302342,"House of Pizza","Summerlin",89134,103,4,"NV","business"
"8125 W Sahara Ave, Ste 170","Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsBitcoin: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: True,DogsAllowed: False,GoodForKids: True,GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free","UNMBMKI9FjnO9flxPxV-1w","Italian,Food,Restaurants,Chicken Wings,Pizza,Sandwiches","Las Vegas","Monday 11:0-22:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-22:0,Saturday 11:0-22:0,Sunday 11:0-21:0",1,36.1428299146,-115.268752058,"Papa Pinny's Pizzeria","Westside",89117,135,4.5,"NV","business"
"7170 N Durango Rd, Ste 150","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,DriveThru: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","AI7zxDNVgO3pDyAP_rcA7A","Fast Food,Restaurants,Mexican","Las Vegas","Monday 10:45-22:0,Tuesday 10:45-22:0,Wednesday 10:45-22:0,Thursday 10:45-22:0,Friday 10:45-22:0,Saturday 10:45-22:0,Sunday 10:45-22:0",1,36.2912405,-115.2874408,"Chipotle Mexican Grill","Centennial",89149,77,3,"NV","business"
"8704 W Charleston Blvd","Alcohol: full_bar,Ambience: {'romantic': True, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: quiet,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 3,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: False,WheelchairAccessible: True,WiFi: no","hHe1mFDxxrtejXHfiysJJg","Restaurants,Fondue","Las Vegas","Monday 17:0-22:0,Tuesday 17:0-22:0,Wednesday 17:0-22:0,Thursday 17:0-22:0,Friday 17:0-23:0,Saturday 16:0-23:0,Sunday 12:0-21:0",1,36.1595314696,-115.285329107,"The Melting Pot","Westside",89117,211,4,"NV","business"
"1553 N Eastern Ave","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: loud,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","T5UBAJt5Kod_wQGbH6m9hA","Mexican,Restaurants","Las Vegas","Monday 8:0-22:0,Tuesday 8:0-22:0,Wednesday 8:0-22:0,Thursday 8:0-22:0,Friday 8:0-22:0,Saturday 8:0-22:0,Sunday 8:0-22:0",1,36.1879385,-115.1166004,"Los Molcajetes","",89101,97,4.5,"NV","business"
"2550 S Rainbow Blvd, Ste W1","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","QH1lePb3lwTKRF_OXH_6uw","Restaurants,Greek,Mediterranean","Las Vegas","Monday 11:0-22:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-1:0,Saturday 11:0-2:0,Sunday 11:0-22:0",0,36.14294,-115.242469,"Opa Restaurant","Westside",89146,61,3.5,"NV","business"
"1745 S Rainbow Blvd, Ste C","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTakeOut: True","24wnyPyir6-Bmv6zq7OXHg","Latin American,Restaurants,Salvadoran","Las Vegas","Monday 10:0-20:30,Tuesday 10:0-20:30,Wednesday 10:0-20:30,Thursday 10:0-20:30,Friday 10:0-20:30,Saturday 10:0-20:30,Sunday 10:0-20:30",0,36.1520108,-115.2437024,"Viva El Salvador Restaurant & Pupuseria","Westside",89146,19,3,"NV","business"
"500 S Grand Central Pkwy","Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","tcclqqE4T8XbgS-02vsl6A","Indian,Restaurants,Festivals,Vegetarian,Arts & Entertainment,Cultural Center","Las Vegas","Saturday 11:0-21:30",1,36.1639607,-115.1545244,"Las Vegas Mela - Indian Food and Cultural Festival","Downtown",89106,6,4,"NV","business"
